,UG,SIGLA,CGCFEX,RM,COMANDO,CIDADE,UF,PROGRAMA,AÇÃO,NOME_ACAO,UGR,NOME_UGR,PTRES,PI,RADICAL_4_PI,MEIO_3_PI,SUFIXO_4_PI,NOME_PI,ND,NOME_ND,NDSI,NOME_NDSI,NE,ANO,DATA,CHAVE,FAV,NOME_CREDOR,UF_FAV,TIPO,DIAS,UF_UG,FONTE,MOD_LIC,TIPO_NE,RP,NOME_RP,TIPO_CREDITO,NOME_TIPO_CREDITO,PO,AUTOR_EMENDA,NOME_AUTOR_EMENDA,LOCAL,NOME_UO,UO,A_LIQUIDAR,LIQUIDADO_A_PAGAR,TOTAL_A_PAGAR,PAGO
380,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001090,2023,2023-08-30,160129000012023NE001090,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,453,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,7200.0
381,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001100,2023,2023-09-04,160129000012023NE001100,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,448,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,31000.0
382,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001102,2023,2023-09-04,160129000012023NE001102,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,448,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,12000.0
383,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001104,2023,2023-09-05,160129000012023NE001104,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,447,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,15000.0
384,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001133,2023,2023-09-12,160129000012023NE001133,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,440,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,8000.0
385,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001217,2023,2023-10-03,160129000012023NE001217,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,419,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,8100.0
386,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001218,2023,2023-10-03,160129000012023NE001218,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,419,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,15900.0
387,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001219,2023,2023-10-03,160129000012023NE001219,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,419,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,7200.0
388,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001221,2023,2023-10-03,160129000012023NE001221,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,419,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,9900.0
389,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001228,2023,2023-10-04,160129000012023NE001228,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,418,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,25000.0
390,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001229,2023,2023-10-04,160129000012023NE001229,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,418,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,15000.0
391,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001230,2023,2023-10-04,160129000012023NE001230,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,418,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,9900.0
392,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001255,2023,2023-10-11,160129000012023NE001255,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,411,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,4500.0
393,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001256,2023,2023-10-16,160129000012023NE001256,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,406,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,6000.0
394,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001262,2023,2023-10-16,160129000012023NE001262,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,406,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,13500.0
395,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001263,2023,2023-10-16,160129000012023NE001263,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,406,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,15900.0
396,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001264,2023,2023-10-16,160129000012023NE001264,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,406,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,1500.0
397,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002682,2023,2023-12-08,160129000012023NE002682,00502302000168,MUNDIAL RESIDENCE TRANSPORTES E LOGISTICA LTDA,DF,RPNP,353,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,14250.0
398,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002686,2023,2023-12-08,160129000012023NE002686,03126110000192,MARCA SUL MUDANCAS E TRANSPORTES LTDA,DF,RPNP,353,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,17450.0
399,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002687,2023,2023-12-08,160129000012023NE002687,03126110000192,MARCA SUL MUDANCAS E TRANSPORTES LTDA,DF,RPNP,353,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,17907.5
400,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002691,2023,2023-12-11,160129000012023NE002691,03126110000192,MARCA SUL MUDANCAS E TRANSPORTES LTDA,DF,RPNP,350,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,17191.2
401,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002693,2023,2023-12-11,160129000012023NE002693,03126110000192,MARCA SUL MUDANCAS E TRANSPORTES LTDA,DF,RPNP,350,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,20735.0
402,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002706,2023,2023-12-12,160129000012023NE002706,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,349,MG,1000000000,DISPENSA DE LICITACAO,ORDINARIO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,11500.0
403,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,DGPREQTRNP2,DGPR,EQT,RNP2,MOV OF GEN REQS TRNP,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE002698,2023,2023-12-11,160129000012023NE002698,03126110000192,MARCA SUL MUDANCAS E TRANSPORTES LTDA,DF,RPNP,350,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,25786.8
429,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,8965,CAPACITACAO PROFISSIONAL MILITAR DO E,160503,DECEX/GESTOR,171423,C1ENMILOUTR,C1EN,MIL,OUTR,OUTROS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2023NE002723,2023,2023-12-21,160129000012023NE002723,14807420000199,FACTO TURISMO  LTDA,SP,RPNP,340,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,4010.56
447,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,8965,CAPACITACAO PROFISSIONAL MILITAR DO E,160503,DECEX/GESTOR,171423,C4ENMILCAPE,C4EN,MIL,CAPE,CAPACITACAO DE PESSOAL,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2023NE000033,2023,2023-02-03,160129000012023NE000033,14807420000199,FACTO TURISMO  LTDA,SP,RPNP,661,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,3236.21,0.0,3236.21,19261.89
448,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,8965,CAPACITACAO PROFISSIONAL MILITAR DO E,160503,DECEX/GESTOR,171423,C4ENMILCAPE,C4EN,MIL,CAPE,CAPACITACAO DE PESSOAL,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2023NE000034,2023,2023-02-03,160129000012023NE000034,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,RPNP,661,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,68.95,1700.55,1769.5,8048.25
449,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,8965,CAPACITACAO PROFISSIONAL MILITAR DO E,160503,DECEX/GESTOR,171423,C4ENMILCAPE,C4EN,MIL,CAPE,CAPACITACAO DE PESSOAL,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2023NE000329,2023,2023-04-03,160129000012023NE000329,14807420000199,FACTO TURISMO  LTDA,SP,RPNP,602,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,330.22,0.0,330.22,3828.26
450,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,8965,CAPACITACAO PROFISSIONAL MILITAR DO E,160503,DECEX/GESTOR,171423,C4ENMILCAPE,C4EN,MIL,CAPE,CAPACITACAO DE PESSOAL,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903303,LOCACAO DE MEIOS DE TRANSPORTE,2023NE002718,2023,2023-12-20,160129000012023NE002718,06178319000198,LILA TURISMO LTDA,DF,RPNP,341,MG,1000000000,PREGAO,ORDINARIO,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,"ESCOLA DE SARGENTOS DAS ARMAS  - AVENIDA SETE DE SETEMBRO, 628 - CENTRO - TRES CORACOES - MG",COMANDO DO EXERCITO,52121,0.0,0.0,0.0,1793.34
468,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6111,21BJ,DESENVOLVIMENTO DO DESPORTO NACIONAL,110407,DEORF/MD,228728,C1DTDEFOUTR,C1DT,DEF,OUTR,FUNDO EXÉRCITO - DECEX,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903309,TRANSPORTE DE SERVIDORES,2024NE000258,2024,2024-03-13,160129000012024NE000258,92221589000176,IRMAOS KOPERECK LTDA,RS,ANO,257,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),0002,000000000000,SEM EMENDA,"ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",MINISTERIO DA DEFESA,52101,0.0,0.0,0.0,17850.0
566,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000361,2024,2024-04-10,160129000012024NE000361,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,229,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,29900.0
567,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000362,2024,2024-04-10,160129000012024NE000362,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,229,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,19850.0,0.0,19850.0,0.0
568,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000717,2024,2024-06-20,160129000012024NE000717,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,158,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,19850.0,0.0,19850.0,0.0
569,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000718,2024,2024-06-20,160129000012024NE000718,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,158,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,34684.0,0.0,34684.0,0.0
570,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000719,2024,2024-06-20,160129000012024NE000719,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,158,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,50049.0,0.0,50049.0,0.0
571,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000742,2024,2024-06-25,160129000012024NE000742,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,153,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,21850.0,0.0,21850.0,0.0
572,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6112,212O,MOVIMENTACAO DE MILITARES,160505,DGP,232007,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2024NE000842,2024,2024-07-14,160129000012024NE000842,39644514000115,MULTI PRIME MUDANCAS E TRANSPORTES ESPECIAIS LTDA,GO,ANO,134,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,21850.0,0.0,21850.0,0.0
